Date and Time,Humidity,Temperature,CO2,CO,PM2.5 Density
2024-07-08 17:11:23,75,32.8000,468.7022,0.4733,60.2802
2024-07-08 17:11:43,75,32.8000,468.5651,0.4731,65.9469
2024-07-08 17:12:03,75,32.8000,468.5651,0.4731,70.8321
2024-07-08 17:12:23,75,32.8000,468.8460,0.4735,59.1078
2024-07-08 17:12:43,75,32.8000,470.1116,0.4752,61.8434
2024-07-08 17:13:03,75,32.8000,470.6591,0.4760,53.0502
2024-07-08 17:13:23,75,32.8000,472.1769,0.4781,66.9240
2024-07-08 17:13:43,75,32.8000,471.9040,0.4777,61.4526
2024-07-08 17:14:03,75,32.8000,471.9040,0.4777,65.5561
2024-07-08 17:14:23,75,32.8000,470.4773,0.4757,70.2459
2024-07-08 17:14:43,75,32.8000,470.2027,0.4753,64.7745
2024-07-08 17:15:03,75,32.8000,469.7940,0.4748,68.8780
2024-07-08 17:15:23,75,32.8000,471.2206,0.4768,57.5445
2024-07-08 17:15:43,75,32.8000,471.7877,0.4775,64.1883
2024-07-08 17:16:03,75,32.8000,469.9710,0.4750,68.0964
2024-07-08 17:16:23,75,32.8000,471.6559,0.4774,63.0159
2024-07-08 17:16:43,75,32.8000,469.3324,0.4742,62.2342
2024-07-08 17:17:03,75,32.8000,470.9960,0.4765,64.9699
2024-07-08 17:17:23,75,32.8000,476.9345,0.4848,55.1997
2024-07-08 17:17:43,75,32.8000,476.7943,0.4846,59.3032
2024-07-08 17:18:03,75,32.8000,478.4686,0.4870,62.0388
2024-07-08 17:18:23,75,32.8000,479.9863,0.4891,63.2113
2024-07-08 17:18:43,75,32.8000,477.1776,0.4851,61.4526
2024-07-08 17:19:03,75,32.8000,477.1776,0.4851,67.7056
2024-07-08 17:19:23,75,32.8000,480.8880,0.4903,83.1426
2024-07-08 17:19:43,75,32.8000,482.6387,0.4928,55.7859
2024-07-08 17:20:03,75,32.8000,485.6698,0.4970,55.1997
2024-07-08 17:20:23,75,32.8000,486.0958,0.4976,61.8434
2024-07-08 17:20:43,75,32.8000,483.3925,0.4937,56.7629
2024-07-08 17:21:03,75,32.8000,483.5327,0.4939,49.5329
2024-07-08 17:21:23,75,32.8000,482.4095,0.4924,62.8205
2024-07-08 17:21:43,75,32.8000,482.4095,0.4924,54.0272
2024-07-08 17:22:03,75,32.8000,486.0963,0.4975,39.9581
2024-07-08 17:22:23,75,32.8000,484.6921,0.4956,52.6594
2024-07-08 17:22:43,75,32.8000,483.2286,0.4935,58.1307
2024-07-08 17:23:03,75,32.8000,483.5270,0.4939,66.3378
2024-07-08 17:23:23,75,32.8000,482.4002,0.4924,51.6824
2024-07-08 17:23:43,75,32.8000,486.4233,0.4981,63.2113
2024-07-08 17:24:03,75,32.8000,487.7554,0.5000,70.0504
2024-07-08 17:24:23,75,32.8000,488.7493,0.5014,74.9356
2024-07-08 17:24:43,75,32.8000,491.6122,0.5054,58.9124
2024-07-08 17:25:03,75,32.8000,493.9169,0.5086,59.1078
2024-07-08 17:25:23,75,32.8000,491.7528,0.5056,74.5448
2024-07-08 17:25:43,75,32.8000,490.5267,0.5039,84.5104
2024-07-08 17:26:03,75,32.8000,486.6683,0.4985,58.7169
2024-07-08 17:26:23,75,32.8000,481.3123,0.4911,54.8088
2024-07-08 17:26:43,75,32.8000,480.6225,0.4901,61.4526
2024-07-08 17:27:03,75,32.8000,473.1709,0.4797,65.3607
2024-07-08 17:27:23,75,32.8000,467.9311,0.4723,63.7975
2024-07-08 17:27:43,75,32.8000,466.2407,0.4700,59.3032
2024-07-08 17:28:03,75,32.8000,460.5615,0.4621,52.4640
2024-07-08 17:28:23,75,32.8000,458.9644,0.4599,53.2456
2024-07-08 17:28:43,75,32.8000,455.8403,0.4556,68.8780
2024-07-08 17:29:03,75,32.8000,454.7794,0.4541,67.3148
2024-07-08 17:29:23,74,32.8000,454.1257,0.4532,52.2686
2024-07-08 17:29:43,74,32.8000,455.4731,0.4551,53.6364
2024-07-08 17:30:03,75,32.8000,457.4326,0.4578,46.7972
2024-07-08 17:30:23,75,32.8000,458.9076,0.4598,55.7859
2024-07-08 17:30:43,75,32.8000,460.2635,0.4617,54.4180
2024-07-08 17:31:03,75,32.8000,461.3832,0.4632,56.3721
2024-07-08 17:31:23,75,32.8000,462.9695,0.4654,62.4297
2024-07-08 17:31:43,75,32.8000,460.8799,0.4625,65.5561
2024-07-08 17:32:03,75,32.8000,463.5834,0.4662,54.8088
2024-07-08 17:32:23,75,32.8000,467.7045,0.4719,81.9702
2024-07-08 17:32:43,75,32.8000,471.9294,0.4777,65.5561
2024-07-08 17:33:03,75,32.8000,473.7461,0.4803,59.8894
2024-07-08 17:33:23,75,32.8000,472.3375,0.4783,63.4067
2024-07-08 17:33:43,75,32.8000,470.5999,0.4759,58.3261
2024-07-08 17:34:03,75,32.8000,469.5117,0.4744,52.8548
2024-07-08 17:34:23,75,32.8000,465.3268,0.4687,64.9699
2024-07-08 17:34:43,75,32.8000,463.4818,0.4662,74.1540
2024-07-08 17:35:03,75,32.8000,463.0757,0.4656,71.0275
2024-07-08 17:35:23,75,32.8000,459.9813,0.4614,71.4183
2024-07-08 17:35:43,75,32.8000,456.9211,0.4571,59.1078
2024-07-08 17:36:03,75,32.8000,452.4376,0.4509,68.2918
2024-07-08 17:36:23,75,32.8000,451.0335,0.4490,53.0502
2024-07-08 17:36:43,75,32.8000,451.5915,0.4498,59.1078
2024-07-08 17:37:03,75,32.8000,455.1401,0.4547,59.3032
2024-07-08 17:37:23,75,32.8000,453.5588,0.4525,71.2229
2024-07-08 17:37:43,75,32.8000,457.0406,0.4573,68.8780
2024-07-08 17:38:03,75,32.8000,460.5334,0.4621,65.5561
2024-07-08 17:38:23,75,32.8000,462.7446,0.4651,53.2456
2024-07-08 17:38:43,75,32.8000,464.4659,0.4675,59.3032
2024-07-08 17:39:03,75,32.8000,466.3885,0.4701,65.3607
2024-07-08 17:39:23,75,32.8000,467.8312,0.4721,34.2913
2024-07-08 17:39:43,75,32.8000,468.3875,0.4729,56.3721
2024-07-08 17:40:03,75,32.8000,468.9526,0.4736,65.5561
2024-07-08 17:40:23,75,32.8000,473.5873,0.4802,53.8318
2024-07-08 17:40:43,75,32.8000,480.4421,0.4898,75.3264
2024-07-08 17:41:03,75,32.8000,485.7650,0.4973,63.4067
2024-07-08 17:41:23,75,32.8000,493.8502,0.5089,63.0159
2024-07-08 17:41:43,75,32.8000,501.3720,0.5197,72.1999
2024-07-08 17:42:03,75,32.8000,515.4739,0.5401,65.7515
2024-07-08 17:42:23,75,32.8000,523.4190,0.5515,62.4297
2024-07-08 17:42:43,75,32.8000,538.9691,0.5741,59.3032
2024-07-08 17:43:03,75,32.8000,546.0682,0.5842,71.8091
2024-07-08 17:43:23,75,32.8000,550.3897,0.5903,62.0388
2024-07-08 17:43:43,75,32.8000,549.1491,0.5885,63.6021
2024-07-08 17:44:03,75,32.8000,551.7898,0.5923,58.9124
2024-07-08 17:44:23,75,32.8000,552.1039,0.5928,62.8205
2024-07-08 17:44:43,75,32.8000,552.1039,0.5928,54.4180
2024-07-08 17:45:03,75,32.8000,549.8323,0.5895,60.2802
2024-07-08 17:45:23,75,32.8000,544.8329,0.5820,65.5561
2024-07-08 17:45:43,75,32.8000,540.6943,0.5760,55.7859
2024-07-08 17:46:03,75,32.8000,529.4917,0.5595,60.6710
2024-07-08 17:46:23,75,32.8000,525.7329,0.5541,79.8207
2024-07-08 17:46:43,75,32.8000,521.6967,0.5483,56.1767
2024-07-08 17:47:03,75,32.8000,518.1606,0.5433,63.7975
2024-07-08 17:47:23,75,32.8000,514.7703,0.5385,56.9583
2024-07-08 17:47:43,75,32.8000,512.7640,0.5356,68.2918
2024-07-08 17:48:03,75,32.8000,507.8686,0.5285,47.7743
2024-07-08 17:48:23,75,32.8000,508.8295,0.5299,62.0388
2024-07-08 17:48:43,75,32.8000,509.3250,0.5306,68.4872
2024-07-08 17:49:03,75,32.8000,513.4636,0.5366,69.6596
2024-07-08 17:49:23,75,32.8000,519.2514,0.5450,60.4756
2024-07-08 17:49:43,75,32.8000,520.7823,0.5472,79.0391
2024-07-08 17:50:03,75,32.8000,526.8905,0.5559,63.7975
2024-07-08 17:50:23,75,32.8000,532.4589,0.5639,51.6824
2024-07-08 17:50:43,75,32.8000,537.8027,0.5716,61.2572
2024-07-08 17:51:03,75,32.8000,541.7372,0.5773,65.7515
2024-07-08 17:51:23,75,32.8000,544.2027,0.5808,71.6137
2024-07-08 17:51:43,75,32.8000,544.2027,0.5808,59.3032
2024-07-08 17:52:03,75,32.8000,543.8718,0.5804,61.8434
2024-07-08 17:52:23,75,32.8000,541.9184,0.5775,59.6940
2024-07-08 17:52:43,75,32.8000,539.8056,0.5744,58.9124
2024-07-08 17:53:03,75,32.8000,548.2512,0.5869,75.3264
2024-07-08 17:53:23,75,32.8000,549.2374,0.5884,57.5445
2024-07-08 17:53:43,75,32.8000,549.8802,0.5893,61.2572
2024-07-08 17:54:03,75,32.8000,549.8802,0.5893,61.8434
2024-07-08 17:54:23,75,32.8000,549.7166,0.5891,59.3032
2024-07-08 17:54:43,75,32.8000,552.1466,0.5926,99.7520
2024-07-08 17:55:03,75,32.8000,553.4573,0.5946,58.1307
2024-07-08 17:55:23,75,32.8000,558.4730,0.6021,72.7861
2024-07-08 17:55:43,75,32.8000,557.9965,0.6014,58.9124
2024-07-08 17:56:03,75,32.8000,560.1093,0.6045,65.1653
2024-07-08 17:56:23,75,32.8000,554.8778,0.5966,65.9469
2024-07-08 17:56:43,75,32.8000,554.5469,0.5961,65.1653
2024-07-08 17:57:03,75,32.8000,553.7448,0.5950,45.0386
2024-07-08 17:57:23,75,32.8000,551.3148,0.5914,62.4297
2024-07-08 17:57:43,75,32.8000,549.7079,0.5891,61.4526
2024-07-08 17:58:03,75,32.8000,549.7079,0.5891,53.0502
2024-07-08 17:58:23,75,32.8000,547.7545,0.5862,69.6596
2024-07-08 17:58:43,75,32.8000,540.7980,0.5759,52.0732
2024-07-08 17:59:03,75,32.8000,540.1697,0.5750,50.1191
2024-07-08 17:59:23,75,32.8000,535.1243,0.5676,61.8434
2024-07-08 17:59:43,75,32.8000,531.7548,0.5627,62.8205
2024-07-08 18:00:03,75,32.8000,529.4979,0.5594,57.1537
2024-07-08 18:00:23,75,32.8000,527.4721,0.5565,63.0159
2024-07-08 18:00:43,75,32.8000,527.6305,0.5568,68.8780
2024-07-08 18:01:03,75,32.8000,528.4274,0.5579,59.8894
2024-07-08 18:01:23,75,32.8000,523.9846,0.5515,60.0848
2024-07-08 18:01:43,75,32.8000,520.1502,0.5460,59.1078
2024-07-08 18:02:03,75,32.8000,520.7888,0.5469,65.1653
2024-07-08 18:02:23,75,32.8000,518.9517,0.5443,61.4526
2024-07-08 18:02:43,75,32.8000,521.4091,0.5478,59.1078
2024-07-08 18:03:03,75,32.8000,522.3485,0.5491,60.2802
2024-07-08 18:03:23,75,32.8000,524.9364,0.5529,55.9813
2024-07-08 18:03:43,75,32.8000,529.0750,0.5589,62.6251
2024-07-08 18:04:03,75,32.8000,527.8224,0.5571,58.7169
2024-07-08 18:04:23,75,32.8000,523.8153,0.5514,59.3032
2024-07-08 18:04:43,75,32.8000,523.5131,0.5509,68.2918
2024-07-08 18:05:03,75,32.8000,526.8708,0.5557,65.5561
2024-07-08 18:05:23,75,32.8000,526.8708,0.5557,59.6940
2024-07-08 18:05:43,75,32.8000,529.0210,0.5588,71.4183
2024-07-08 18:06:03,75,32.8000,529.6555,0.5598,65.5561
2024-07-08 18:06:23,75,32.8000,532.0856,0.5633,59.6940
2024-07-08 18:06:43,75,32.8000,529.1835,0.5591,55.7859
2024-07-08 18:07:03,75,32.8000,525.8140,0.5542,69.4642
2024-07-08 18:07:23,75,32.8000,526.5931,0.5553,55.1997
2024-07-08 18:07:43,75,32.8000,530.2799,0.5606,69.6596
2024-07-08 18:08:03,75,32.8000,535.0250,0.5675,68.2918
2024-07-08 18:08:23,75,32.8000,541.4193,0.5769,49.9237
2024-07-08 18:08:43,75,32.8000,540.4647,0.5755,60.8664
2024-07-08 18:09:03,75,32.8000,539.9956,0.5749,66.3378
2024-07-08 18:09:23,75,32.8000,539.5190,0.5742,74.7402
2024-07-08 18:09:43,75,32.8000,534.9249,0.5675,65.9469
2024-07-08 18:10:03,75,32.8000,534.6127,0.5671,68.6826
2024-07-08 18:10:23,75,32.8000,533.9965,0.5662,60.6710
2024-07-08 18:10:43,75,32.8000,535.2695,0.5680,56.1767
2024-07-08 18:11:03,75,32.8000,535.4293,0.5683,52.8548
2024-07-08 18:11:23,75,32.8000,531.5969,0.5627,68.6826
2024-07-08 18:11:43,75,32.8000,523.4940,0.5507,65.9469
2024-07-08 18:12:03,75,32.8000,526.0819,0.5545,49.5329
2024-07-08 18:12:23,75,32.8000,527.3426,0.5563,64.9699
2024-07-08 18:12:43,75,32.8000,525.7869,0.5541,65.3607
2024-07-08 18:13:03,75,32.8000,525.6360,0.5539,61.4526
2024-07-08 18:13:23,75,32.8000,525.3259,0.5534,50.1191
2024-07-08 18:13:43,75,32.8000,526.8816,0.5557,60.4756
2024-07-08 18:14:03,75,32.8000,524.9843,0.5529,66.3378
2024-07-08 18:14:23,75,32.8000,522.4868,0.5493,79.8207
2024-07-08 18:14:43,75,32.8000,525.6597,0.5539,58.9124
2024-07-08 18:15:03,75,32.8000,527.3683,0.5564,59.3032
2024-07-08 18:15:23,75,32.8000,527.3683,0.5564,48.1651
2024-07-08 18:15:43,75,32.8000,524.1268,0.5517,69.0734
2024-07-08 18:16:03,75,32.8000,524.7432,0.5526,58.7169
2024-07-08 18:16:23,75,32.8000,524.1444,0.5518,62.4297
2024-07-08 18:16:43,75,32.8000,522.4739,0.5494,65.9469
2024-07-08 18:17:03,75,32.8000,519.4117,0.5450,56.1767
2024-07-08 18:17:23,75,32.8000,517.1410,0.5417,60.0848
2024-07-08 18:17:43,75,32.8000,517.4462,0.5422,48.5559
2024-07-08 18:18:03,75,32.8000,514.2733,0.5376,62.6251
2024-07-08 18:18:23,75,32.8000,516.7033,0.5411,68.0964
2024-07-08 18:18:43,75,32.8000,510.9156,0.5328,45.6248
2024-07-08 18:19:03,75,32.8000,508.8730,0.5299,72.5907
2024-07-08 18:19:23,75,32.8000,507.7997,0.5283,54.4180
2024-07-08 18:19:43,75,32.8000,507.5032,0.5279,60.6710
2024-07-08 18:20:03,75,32.8000,508.2552,0.5290,53.2456
2024-07-08 18:20:23,75,32.8000,513.2519,0.5362,62.4297
2024-07-08 18:20:43,75,32.8000,518.8922,0.5444,59.3032
2024-07-08 18:21:03,75,32.8000,522.5470,0.5497,49.7283
2024-07-08 18:21:23,75,32.8000,524.4261,0.5524,59.1078
2024-07-08 18:21:43,75,32.8000,524.2604,0.5521,71.8091
2024-07-08 18:22:03,75,32.8000,530.0481,0.5605,66.1423
2024-07-08 18:22:23,75,32.8000,542.1520,0.5782,64.7745
2024-07-08 18:22:43,75,32.8000,551.6434,0.5922,65.7515
2024-07-08 18:23:03,75,32.8000,555.6505,0.5980,47.7743
2024-07-08 18:23:23,75,32.8000,559.1071,0.6030,50.3145
2024-07-08 18:23:43,75,32.8000,564.6513,0.6113,53.2456
2024-07-08 18:24:03,75,32.8000,568.6156,0.6172,52.8548
2024-07-08 18:24:23,75,32.8000,568.9464,0.6177,66.7286
2024-07-08 18:24:43,75,32.8000,570.0767,0.6193,55.9813
2024-07-08 18:25:03,75,32.8000,569.9115,0.6191,65.1653
2024-07-08 18:25:23,75,32.8000,567.1663,0.6151,65.9469
2024-07-08 18:25:43,75,32.8000,560.8278,0.6056,71.8091
2024-07-08 18:26:03,75,32.8000,551.3363,0.5916,55.1997
2024-07-08 18:26:23,75,32.8000,547.3292,0.5859,63.6021
2024-07-08 18:26:43,75,32.8000,541.9423,0.5781,73.5677
2024-07-08 18:27:03,75,32.8000,536.8936,0.5705,57.1537
2024-07-08 18:27:23,75,32.8000,529.0968,0.5591,50.1191
2024-07-08 18:27:43,75,32.8000,526.0385,0.5546,63.0159
2024-07-08 18:28:03,75,32.8000,526.8617,0.5558,66.1423
2024-07-08 18:28:23,75,32.8000,524.7625,0.5527,41.1305
2024-07-08 18:28:43,75,32.8000,526.8481,0.5558,59.4986
2024-07-08 18:29:03,75,32.8000,527.0095,0.5560,59.3032
2024-07-08 18:29:23,75,32.8000,524.5011,0.5525,67.3148
2024-07-08 18:29:43,75,32.8000,525.3964,0.5537,65.5561
2024-07-08 18:30:03,75,32.6000,527.3267,0.5565,62.4297
2024-07-08 18:30:23,75,32.3000,526.3405,0.5550,67.5102
2024-07-08 18:30:43,75,32.3000,527.5850,0.5568,66.1423
2024-07-08 18:31:03,75,32.3000,526.2006,0.5548,63.4067
2024-07-08 18:31:23,75,32.3000,524.7284,0.5527,56.9583
2024-07-08 18:31:43,75,32.3000,522.1131,0.5489,45.4294
2024-07-08 18:32:03,75,32.6000,519.5585,0.5452,63.4067
2024-07-08 18:32:23,75,32.4000,518.4392,0.5436,61.0618
2024-07-08 18:32:43,75,32.3000,520.4949,0.5465,58.1307
2024-07-08 18:33:03,75,32.3000,518.7216,0.5440,54.2226
2024-07-08 18:33:23,75,32.3000,517.3766,0.5420,65.5561
2024-07-08 18:33:43,75,32.3000,514.3771,0.5377,65.5561
2024-07-08 18:34:03,75,32.3000,510.1576,0.5317,58.7169
2024-07-08 18:34:23,75,32.3000,506.6554,0.5267,59.3032
2024-07-08 18:34:43,75,32.3000,503.2321,0.5218,65.7515
2024-07-08 18:35:03,75,32.3000,501.0401,0.5187,94.4761
2024-07-08 18:35:23,75,32.3000,500.8848,0.5185,63.7975
2024-07-08 18:35:43,75,32.3000,498.5697,0.5152,65.5561
2024-07-08 18:36:03,75,32.3000,498.1214,0.5145,56.5675
2024-07-08 18:36:23,75,32.3000,500.1970,0.5175,64.5791
2024-07-08 18:36:43,75,32.3000,498.7473,0.5154,65.5561
2024-07-08 18:37:03,75,32.3000,495.9257,0.5114,61.0618
2024-07-08 18:37:23,75,32.3000,497.0929,0.5131,57.1537
2024-07-08 18:37:43,75,32.3000,501.0521,0.5187,62.4297
2024-07-08 18:38:03,75,32.3000,503.5175,0.5222,66.1423
2024-07-08 18:38:23,75,32.3000,505.5602,0.5251,72.3953
2024-07-08 18:38:43,75,32.4000,506.3417,0.5262,60.2802
2024-07-08 18:39:03,75,32.3000,506.3417,0.5262,53.0502
2024-07-08 18:39:23,75,32.3000,506.7900,0.5269,46.6018
2024-07-08 18:39:43,75,32.8000,504.5698,0.5237,68.8780
2024-07-08 18:40:03,75,32.8000,505.8724,0.5255,66.5332
2024-07-08 18:40:23,75,32.6000,505.4423,0.5249,66.5332
2024-07-08 18:40:43,75,32.4000,502.5795,0.5209,58.1307
2024-07-08 18:41:03,75,32.3000,499.4708,0.5165,61.2572
2024-07-08 18:41:23,75,32.3000,493.6758,0.5083,61.8434
2024-07-08 18:41:43,75,32.3000,490.3676,0.5036,64.3837
2024-07-08 18:42:03,75,32.3000,485.8609,0.4972,66.9240
2024-07-08 18:42:23,75,32.3000,482.1029,0.4919,53.0502
2024-07-08 18:42:43,75,32.3000,476.8630,0.4846,58.3261
2024-07-08 18:43:03,75,32.3000,475.4410,0.4826,59.8894
2024-07-08 18:43:23,75,32.3000,473.1508,0.4794,60.2802
2024-07-08 18:43:43,75,32.3000,469.5909,0.4745,59.1078
2024-07-08 18:44:03,75,32.3000,467.1655,0.4712,71.6137
2024-07-08 18:44:23,75,32.3000,465.4806,0.4688,65.5561
2024-07-08 18:44:43,75,32.3000,464.5147,0.4675,55.5905
2024-07-08 18:45:03,75,32.3000,465.2135,0.4685,77.6712
2024-07-08 18:45:23,75,32.3000,463.8049,0.4665,69.0734
2024-07-08 18:45:43,75,32.3000,460.9886,0.4626,74.5448
2024-07-08 18:46:03,75,32.3000,460.9886,0.4626,59.6940
2024-07-08 18:46:23,75,32.3000,458.6724,0.4595,62.2342
2024-07-08 18:46:43,75,32.3000,458.1179,0.4587,65.5561
2024-07-08 18:47:03,75,32.3000,458.3814,0.4590,56.1767
2024-07-08 18:47:23,75,32.3000,459.7117,0.4609,59.4986
2024-07-08 18:47:43,75,32.3000,461.9728,0.4640,73.7631
2024-07-08 18:48:03,75,32.3000,458.3167,0.4591,59.3032
2024-07-08 18:48:23,75,32.3000,455.1926,0.4548,70.0504
2024-07-08 18:48:43,75,32.3000,453.9627,0.4531,68.0964
2024-07-08 18:49:03,75,32.3000,454.2229,0.4534,62.2342
2024-07-08 18:49:23,75,32.3000,456.4132,0.4564,63.4067
2024-07-08 18:49:43,75,32.3000,457.2164,0.4575,65.5561
2024-07-08 18:50:03,75,32.3000,460.8011,0.4626,68.0964
2024-07-08 18:50:23,75,32.3000,465.9911,0.4698,65.5561
2024-07-08 18:50:43,75,32.3000,465.4539,0.4690,62.2342
2024-07-08 18:51:03,75,32.3000,464.7349,0.4680,61.4526
2024-07-08 18:51:23,75,32.3000,466.0037,0.4697,62.4297
2024-07-08 18:51:43,75,32.3000,466.3984,0.4703,54.2226
2024-07-08 18:52:03,75,32.3000,465.4656,0.4690,68.2918
2024-07-08 18:52:23,75,32.3000,465.5964,0.4692,62.2342
2024-07-08 18:52:43,75,32.3000,460.3216,0.4620,65.9469
2024-07-08 18:53:03,75,32.3000,458.9914,0.4602,63.4067
2024-07-08 18:53:23,75,32.3000,453.9176,0.4531,59.3032
2024-07-08 18:53:43,75,32.3000,447.5546,0.4443,68.2918
2024-07-08 18:54:03,75,32.3000,446.5004,0.4429,72.3953
2024-07-08 18:54:23,75,32.3000,445.0964,0.4409,63.9929
2024-07-08 18:54:43,75,32.3000,443.9526,0.4394,68.4872
2024-07-08 18:55:03,75,32.3000,443.0375,0.4381,60.6710
2024-07-08 18:55:23,75,32.3000,442.7748,0.4378,55.5905
2024-07-08 18:55:43,75,32.3000,443.9702,0.4394,53.0502
2024-07-08 18:56:03,75,32.3000,446.7886,0.4432,64.5791
2024-07-08 18:56:23,75,32.3000,446.0103,0.4421,54.2226
2024-07-08 18:56:43,76,32.3000,444.5722,0.4402,39.1764
2024-07-08 18:57:03,76,32.3000,446.6808,0.4431,61.0618
2024-07-08 18:57:23,76,32.3000,445.6528,0.4417,61.4526
2024-07-08 18:57:43,76,32.3000,442.7163,0.4377,59.4986
2024-07-08 18:58:03,76,32.3000,443.8600,0.4392,67.5102
2024-07-08 18:58:23,76,32.3000,443.6022,0.4388,65.5561
2024-07-08 18:58:43,76,32.3000,443.3411,0.4385,60.2802
2024-07-08 18:59:03,76,32.3000,442.2769,0.4370,66.9240
2024-07-08 18:59:23,76,32.3000,441.7498,0.4363,46.9926
2024-07-08 18:59:43,76,32.3000,441.7498,0.4363,54.0272
2024-07-08 19:00:03,76,32.3000,441.8785,0.4365,54.2226
2024-07-08 19:00:23,76,32.3000,442.1497,0.4369,59.3032
2024-07-08 19:00:43,76,32.3000,444.2318,0.4397,64.9699
2024-07-08 19:01:03,75,32.3000,448.7153,0.4459,71.8091
2024-07-08 19:01:23,75,32.3000,448.4584,0.4455,57.5445
2024-07-08 19:01:43,75,32.3000,449.2367,0.4466,59.3032
2024-07-08 19:02:03,75,32.3000,450.8280,0.4487,64.5791
2024-07-08 19:02:23,75,32.3000,450.3059,0.4480,51.2916
2024-07-08 19:02:43,75,32.3000,452.0436,0.4504,85.2920
2024-07-08 19:03:03,75,32.3000,454.2875,0.4535,55.7859
2024-07-08 19:03:23,75,32.3000,455.0683,0.4545,66.7286
2024-07-08 19:03:43,75,32.3000,452.5602,0.4511,66.9240
2024-07-08 19:04:03,75,32.3000,450.8605,0.4488,59.3032
2024-07-08 19:04:23,75,32.3000,445.2333,0.4411,64.9699
2024-07-08 19:04:43,75,32.3000,444.3465,0.4399,63.7975
2024-07-08 19:05:03,75,32.3000,445.9480,0.4421,56.5675
2024-07-08 19:05:23,75,32.3000,443.7111,0.4390,61.8434
2024-07-08 19:05:43,75,32.3000,443.7111,0.4390,53.0502
2024-07-08 19:06:03,75,32.3000,443.0343,0.4381,73.9585
2024-07-08 19:06:23,75,32.3000,445.2597,0.4412,63.6021
2024-07-08 19:06:43,75,32.3000,447.2775,0.4440,63.0159
2024-07-08 19:07:03,75,32.3000,449.7856,0.4474,60.2802
2024-07-08 19:07:23,75,32.3000,450.1716,0.4479,55.9813
2024-07-08 19:07:43,75,32.3000,454.8082,0.4542,44.4524
2024-07-08 19:08:03,75,32.3000,455.9519,0.4558,48.9467
2024-07-08 19:08:23,75,32.3000,457.7571,0.4583,65.9469
2024-07-08 19:08:43,75,32.3000,458.4026,0.4592,62.4297
2024-07-08 19:09:03,75,32.3000,461.0805,0.4628,69.8550
2024-07-08 19:09:23,75,32.3000,458.2263,0.4590,61.2572
2024-07-08 19:09:43,75,32.3000,451.9972,0.4504,50.9007
2024-07-08 19:10:03,75,32.3000,448.5592,0.4458,57.7399
2024-07-08 19:10:23,75,32.3000,446.3082,0.4427,68.6826
2024-07-08 19:10:43,75,32.3000,445.6668,0.4418,49.3375
2024-07-08 19:11:03,75,32.3000,441.0302,0.4355,87.2461
2024-07-08 19:11:23,75,32.3000,438.8966,0.4326,64.7745
2024-07-08 19:11:43,75,32.3000,434.0743,0.4260,65.5561
2024-07-08 19:12:03,75,32.3000,431.3085,0.4223,53.2456
2024-07-08 19:12:23,75,32.3000,429.8147,0.4203,62.2342
2024-07-08 19:12:43,75,32.3000,435.0147,0.4274,48.1651
2024-07-08 19:13:03,75,32.3000,440.2562,0.4345,48.9467
2024-07-08 19:13:23,75,32.3000,444.8103,0.4407,65.9469
2024-07-08 19:13:43,75,32.3000,449.2938,0.4469,60.2802
2024-07-08 19:14:03,75,32.3000,452.3301,0.4511,65.9469
2024-07-08 19:14:23,75,32.3000,455.9978,0.4560,49.5329
2024-07-08 19:14:43,75,32.3000,460.3825,0.4620,72.0045
2024-07-08 19:15:03,75,32.3000,461.4072,0.4634,64.3837
2024-07-08 19:15:23,75,32.3000,465.6294,0.4690,67.9010
2024-07-08 19:15:43,75,32.3000,467.9603,0.4723,59.8894
2024-07-08 19:16:03,75,32.3000,468.2447,0.4727,50.9007
2024-07-08 19:16:23,75,32.3000,469.3752,0.4742,47.1880
2024-07-08 19:16:43,75,32.3000,474.2933,0.4812,63.4067
2024-07-08 19:17:03,75,32.3000,477.5554,0.4859,69.6596
2024-07-08 19:17:23,75,32.3000,482.6237,0.4930,57.9353
2024-07-08 19:17:43,75,32.3000,489.2477,0.5024,57.5445
2024-07-08 19:18:03,75,32.3000,498.5747,0.5157,62.4297
2024-07-08 19:18:23,75,32.3000,509.8941,0.5317,58.9124
2024-07-08 19:18:43,76,32.3000,519.6271,0.5456,61.2572
2024-07-08 19:19:03,76,32.3000,534.1473,0.5669,53.0502
2024-07-08 19:19:23,76,32.3000,541.3846,0.5773,64.3837
2024-07-08 19:19:43,76,32.3000,553.3456,0.5948,56.5675
2024-07-08 19:20:03,76,32.3000,560.2344,0.6050,54.2226
2024-07-08 19:20:23,76,32.3000,568.0312,0.6165,66.7286
2024-07-08 19:20:43,76,32.3000,572.0170,0.6223,64.7745
2024-07-08 19:21:03,76,32.3000,579.1318,0.6328,62.4297
2024-07-08 19:21:23,76,32.3000,584.5466,0.6409,62.2342
2024-07-08 19:21:43,76,32.3000,589.4131,0.6482,62.4297
2024-07-08 19:22:03,76,32.3000,593.7365,0.6547,58.9124
2024-07-08 19:22:23,76,32.3000,594.8757,0.6565,63.4067
2024-07-08 19:22:43,76,32.3000,606.6965,0.6745,65.5561
2024-07-08 19:23:03,76,32.3000,613.8561,0.6857,57.9353
2024-07-08 19:23:23,76,32.3000,619.5173,0.6944,46.6018
2024-07-08 19:23:43,76,32.3000,624.9626,0.7028,60.2802
2024-07-08 19:24:03,76,32.3000,639.5068,0.7252,74.3494
